time,S_t,C1,C2,C3,C4,target
0.192,0.3470899922383497,1,0,0,0,0.934328942456612
0.193,0.07865958480863147,1,0,0,0,0.9365498867481924
0.194,-0.29246847492401107,1,0,0,0,0.9387338576538741
0.195,-0.01349047915376736,1,0,0,0,0.9408807689542255
0.196,0.2937732307281033,1,0,0,0,0.9429905358928644
0.197,-0.4699462548941002,1,0,0,0,0.9450630751798048
0.198,0.1030010949547128,1,0,0,0,0.9470983049947443
0.199,-0.1077332976509886,1,0,0,0,0.9490961449902946
0.2,0.27936614974798757,1,0,0,0,0.9510565162951535
0.201,-0.27720288908618484,1,0,0,0,0.9529793415172189
0.202,0.5744433544791947,1,0,0,0,0.954864544746643
0.203,-0.598766294357946,1,0,0,0,0.9567120515588305
0.20400000000000001,0.1533390053890616,1,0,0,0,0.9585217890173758
0.20500000000000002,-0.3744668085961582,1,0,0,0,0.9602936856769431
0.20600000000000002,0.22241706209957962,1,0,0,0,0.9620276715860859
0.20700000000000002,0.30406408530156614,1,0,0,0,0.9637236782900097
0.20800000000000002,-0.08006925727463536,1,0,0,0,0.9653816388332739
0.209,0.015972597698141938,1,0,0,0,0.967001487762435
0.21,0.09221966544091,1,0,0,0,0.9685831611286311
0.211,-0.2053704808421753,1,0,0,0,0.9701265964901058
0.212,0.07511211557188766,1,0,0,0,0.9716317329146739
0.213,0.2613828176171101,1,0,0,0,0.9730985109821265
0.214,0.4977844481083218,1,0,0,0,0.9745268727865771
0.215,-0.12394175851705952,1,0,0,0,0.9759167619387473
0.216,-0.6370573645776283,1,0,0,0,0.9772681235681935
0.217,0.13451101868218795,1,0,0,0,0.9785809043254721
0.218,0.3893537306715379,1,0,0,0,0.9798550523842469
0.219,0.2607470998548612,1,0,0,0,0.9810905174433341
0.22,0.25368052910270367,1,0,0,0,0.9822872507286886
0.221,0.4003141122536161,1,0,0,0,0.9834452049953297
0.222,0.182900338786657,1,0,0,0,0.9845643345292053
0.223,-0.05450742876885706,1,0,0,0,0.985644595148998
0.224,0.1552047156609028,1,0,0,0,0.986685944207868
0.225,-0.04322280164365523,1,0,0,0,0.9876883405951378
0.226,0.08016790478160735,1,0,0,0,0.9886517447379141
0.227,-0.0010747614629552787,1,0,0,0,0.9895761186026509
0.228,0.20782652953404807,1,0,0,0,0.9904614256966512
0.229,-0.11637844512888165,1,0,0,0,0.9913076310695066
0.23,-0.1353930763852979,1,0,0,0,0.9921147013144779
0.231,-0.02255330495159036,1,0,0,0,0.9928826045698137
0.232,-0.09271699822103364,1,0,0,0,0.9936113105200084
0.233,-0.26798846310300334,1,0,0,0,0.9943007903969989
0.234,0.4582962825222757,1,0,0,0,0.9949510169813002
0.23500000000000001,-0.4589430994130135,1,0,0,0,0.99556196460308
0.23600000000000002,-0.21712094599648682,1,0,0,0,0.9961336091431725
0.23700000000000002,0.015855764425946384,1,0,0,0,0.9966659280340299
0.23800000000000002,0.14784491188847765,1,0,0,0,0.9971589002606139
0.23900000000000002,0.0882332279774882,1,0,0,0,0.9976125063612252
0.24,0.0437692319909187,1,0,0,0,0.9980267284282716
0.241,-0.10798193234429743,1,0,0,0,0.998401550108975
0.242,-0.3301248340560448,1,0,0,0,0.9987369566060175
0.243,-0.09780774321037643,1,0,0,0,0.9990329346781247
0.244,0.49110540328786484,1,0,0,0,0.9992894726405892
0.245,-0.3588467969841745,1,0,0,0,0.9995065603657316
0.246,-0.03988369515280152,1,0,0,0,0.9996841892832999
0.247,0.14582257096375206,1,0,0,0,0.999822352380809
0.248,-0.1796825658647853,1,0,0,0,0.9999210442038161
0.249,-0.11284610667457803,1,0,0,0,0.9999802608561371
0.25,0.0354543972635501,1,0,0,0,1.0
0.251,0.17634259911839265,1,0,0,0,0.9999802608561371
0.252,0.3225772775337914,1,0,0,0,0.9999210442038161
0.253,0.24817333145453413,1,0,0,0,0.999822352380809
0.254,-0.2869752685907292,1,0,0,0,0.9996841892832999
0.255,0.15555923391208887,1,0,0,0,0.9995065603657316
0.256,-0.13270773320779689,1,0,0,0,0.9992894726405892
0.257,0.025131337051115685,1,0,0,0,0.9990329346781247
0.258,0.11978459653258995,1,0,0,0,0.9987369566060175
0.259,0.07468920519091998,1,0,0,0,0.998401550108975
0.26,-0.2584011521465985,1,0,0,0,0.9980267284282716
0.261,-0.15645537517784378,1,0,0,0,0.9976125063612252
0.262,0.3015676855284466,1,0,0,0,0.9971589002606139
0.263,0.17519279203250673,1,0,0,0,0.9966659280340299
0.264,0.2883029876369543,1,0,0,0,0.9961336091431725
0.265,-0.1780741482984974,1,0,0,0,0.99556196460308
0.266,0.057960096819853535,1,0,0,0,0.9949510169813002
0.267,0.08170784965293793,1,0,0,0,0.9943007903969989
0.268,-0.023390700984479734,1,0,0,0,0.9936113105200084
0.269,0.38834444653486255,1,0,0,0,0.9928826045698137
0.27,0.2622644408487576,1,0,0,0,0.9921147013144778
0.271,0.12574598228311662,1,0,0,0,0.9913076310695066
0.272,-0.23609791854855178,1,0,0,0,0.9904614256966512
0.273,0.013572419493628363,1,0,0,0,0.9895761186026509
0.274,0.3220174208731177,1,0,0,0,0.988651744737914
0.275,0.05429615318800851,1,0,0,0,0.9876883405951377
0.276,-0.05731635464499135,1,0,0,0,0.986685944207868
0.277,0.09900310850525113,1,0,0,0,0.985644595148998
0.278,-0.38752400111310736,1,0,0,0,0.9845643345292053
0.279,0.3626689815135444,1,0,0,0,0.9834452049953296
0.28,0.06075505070217799,1,0,0,0,0.9822872507286886
0.281,0.14448872384400008,1,0,0,0,0.9810905174433341
0.28200000000000003,-0.15547053415041087,1,0,0,0,0.9798550523842469
0.28300000000000003,0.011363834724662625,1,0,0,0,0.9785809043254721
0.28400000000000003,-0.47603165355977156,1,0,0,0,0.9772681235681934
0.28500000000000003,0.11350218823779513,1,0,0,0,0.9759167619387474
0.28600000000000003,-0.13924231363784167,1,0,0,0,0.9745268727865771
0.28700000000000003,0.6180982422882609,1,0,0,0,0.9730985109821265
0.28800000000000003,0.37966783755390787,1,0,0,0,0.9716317329146739
0.289,0.11601394614255865,1,0,0,0,0.9701265964901059
0.29,0.22626276810500495,1,0,0,0,0.9685831611286312
0.291,0.0784638672783407,1,0,0,0,0.9670014877624351
0.292,0.19385155814609809,1,0,0,0,0.965381638833274
0.293,-0.16062515942216238,1,0,0,0,0.9637236782900097
0.294,0.16691384917755264,1,0,0,0,0.9620276715860859
0.295,0.3518154011465239,1,0,0,0,0.9602936856769431
0.296,0.012364992450891135,1,0,0,0,0.958521789017376
0.297,0.11785339272717768,1,0,0,0,0.9567120515588305
0.298,0.2152000280763676,1,0,0,0,0.9548645447466431
0.299,-0.2708011478796889,1,0,0,0,0.9529793415172189
0.3,0.14296333645924036,1,0,0,0,0.9510565162951536
0.301,0.09743192986673421,1,0,0,0,0.9490961449902947
0.302,0.1891279678689877,1,0,0,0,0.9470983049947443
0.303,0.43386773415069635,1,0,0,0,0.9450630751798049
0.304,0.3346068440199551,1,0,0,0,0.9429905358928645
0.305,-0.0247150132931947,1,0,0,0,0.9408807689542255
0.306,0.4577664308697283,1,0,0,0,0.9387338576538742
0.307,0.3506173809629718,1,0,0,0,0.9365498867481924
0.308,0.06692892703606444,1,0,0,0,0.9343289424566121
0.309,0.1879663647914745,1,0,0,0,0.932071112458211
0.31,0.39317423995715267,1,0,0,0,0.9297764858882513
0.311,0.5740504412534488,1,0,0,0,0.9274451533346614
0.312,-0.23111468090387366,1,0,0,0,0.925077206834458
0.313,0.07313982849200142,1,0,0,0,0.9226727398701149
0.314,0.16934469718234346,1,0,0,0,0.9202318473658704
0.315,0.2807798415186676,1,0,0,0,0.9177546256839813
0.316,0.20805551435796568,1,0,0,0,0.9152411726209176
0.317,0.12465387212306356,1,0,0,0,0.9126915874035029
0.318,0.18439080498570148,1,0,0,0,0.9101059706849957
0.319,0.7548919957055549,1,0,0,0,0.9074844245411169
0.32,0.018280473791095958,1,0,0,0,0.9048270524660195
0.321,0.22390796327123896,1,0,0,0,0.9021339593682027
0.322,0.771094306684616,1,0,0,0,0.8994052515663712
0.323,0.25265362033138344,1,0,0,0,0.896641036785236
0.324,0.1474990505862213,1,0,0,0,0.8938414241512639
0.325,0.18167576321065895,1,0,0,0,0.8910065241883679
0.326,0.3544859408266085,1,0,0,0,0.8881364488135446
0.327,-0.24464199578326346,1,0,0,0,0.8852313113324551
0.328,0.4843840790304494,1,0,0,0,0.8822912264349533
0.329,0.4345945549450875,1,0,0,0,0.8793163101905562
0.33,-0.07144109496939971,1,0,0,0,0.8763066800438635
0.331,0.4403657907459923,1,0,0,0,0.87326245480992
0.332,0.16835055142310773,1,0,0,0,0.8701837546695257
0.333,0.629878953994489,1,0,0,0,0.8670707011644901
0.334,0.04154215666185393,1,0,0,0,0.8639234171928354
0.335,0.001387362263095604,1,0,0,0,0.8607420270039436
0.336,0.2269674945350484,1,0,0,0,0.8575266561936522
0.337,0.02965764211152369,1,0,0,0,0.8542774316992952
0.338,0.5101664381159761,1,0,0,0,0.8509944817946917
0.339,0.17639824309417604,1,0,0,0,0.8476779360850831
0.34,-0.19148667174204592,1,0,0,0,0.844327925502015
0.341,0.25034271853274115,1,0,0,0,0.8409445822981692
0.342,-0.19340387694983055,1,0,0,0,0.8375280400421418
0.343,0.5968643297208127,1,0,0,0,0.8340784336131712
0.34400000000000003,-0.1443643505383405,1,0,0,0,0.8305958991958126
0.34500000000000003,-0.07222456629014995,1,0,0,0,0.8270805742745617
0.34600000000000003,-0.36177231998978115,1,0,0,0,0.8235325976284273
0.34700000000000003,0.5180929178238257,1,0,0,0,0.8199521093254523
0.34800000000000003,-0.20153819732443445,1,0,0,0,0.8163392507171838
0.34900000000000003,0.1259189383207161,1,0,0,0,0.8126941644330937
0.35000000000000003,-0.024921557889200974,1,0,0,0,0.8090169943749475
0.35100000000000003,0.4736394074272935,1,0,0,0,0.805307885711122
0.352,0.3929830728093202,1,0,0,0,0.8015669848708769
0.353,0.05674883963545049,1,0,0,0,0.7977944395385712
0.354,0.07251879578604319,1,0,0,0,0.7939903986478355
0.355,0.1769100274144455,1,0,0,0,0.7901550123756905
0.356,-0.0644987901328207,1,0,0,0,0.786288432136619
0.357,-0.3265156937441509,1,0,0,0,0.7823908105765882
0.358,-0.11322669243249428,1,0,0,0,0.7784623015670235
0.359,0.4603198274786916,1,0,0,0,0.7745030601987338
0.36,0.3889839570876645,1,0,0,0,0.7705132427757893
0.361,0.4663338845445652,1,0,0,0,0.7664930068093498
0.362,0.08434248820476364,1,0,0,0,0.7624425110114481
0.363,0.2954889956311245,1,0,0,0,0.758361915288722
0.364,0.2530082292204353,1,0,0,0,0.754251380736104
0.365,0.137011023877864,1,0,0,0,0.7501110696304597
0.366,0.009116747078282722,1,0,0,0,0.7459411454241822
0.367,-0.2565172789354503,1,0,0,0,0.7417417727387392
0.368,0.3165051155087306,1,0,0,0,0.7375131173581739
0.369,0.27336922063088054,1,0,0,0,0.7332553462225601
0.37,0.318786584108519,1,0,0,0,0.7289686274214114
0.371,-0.08936041973764192,1,0,0,0,0.7246531301870469
0.372,0.2848232519634375,1,0,0,0,0.720309024887907
0.373,0.3184117540414983,1,0,0,0,0.7159364830218313
0.374,0.02444136993928664,1,0,0,0,0.7115356772092855
0.375,-0.37731130172098504,1,0,0,0,0.7071067811865476
0.376,-0.08947577494996736,1,0,0,0,0.7026499697988492
0.377,0.40948306740641693,1,0,0,0,0.6981654189934727
0.378,-0.1606551521821663,1,0,0,0,0.6936533058128049
0.379,-0.13017766832372607,1,0,0,0,0.6891138083873484
0.38,0.3016806173207398,1,0,0,0,0.6845471059286888
0.381,0.01934086020070941,1,0,0,0,0.6799533787224193
0.382,0.22070647240930497,1,0,0,0,0.6753328081210246
0.383,0.5756025121370607,1,0,0,0,0.6706855765367201
0.384,0.39272876049635763,1,0,0,0,0.6660118674342517
0.385,-0.390290820303539,1,0,0,0,0.6613118653236519
0.386,0.07759162442646508,1,0,0,0,0.6565857557529564
0.387,-0.18850480966559047,1,0,0,0,0.6518337253008787
0.388,-0.4237648532687874,1,0,0,0,0.6470559615694442
0.389,-0.2433676090458978,1,0,0,0,0.6422526531765845
0.39,-0.27430409801762434,1,0,0,0,0.6374239897486899
0.391,0.02449952476223305,1,0,0,0,0.6325701619131245
0.392,-0.41946115063580136,1,0,0,0,0.6276913612907006
0.393,-0.1536992558375352,1,0,0,0,0.6227877804881126
0.394,-0.30043791283714905,1,0,0,0,0.6178596130903343
0.395,0.09117254808420441,1,0,0,0,0.6129070536529765
0.396,-0.20984964602079748,1,0,0,0,0.6079302976946053
0.397,-0.19190045689726917,1,0,0,0,0.6029295416890246
0.398,-0.1930517085934119,1,0,0,0,0.5979049830575187
0.399,0.18803273144885713,1,0,0,0,0.5928568201610593
0.4,0.05253147820293563,1,0,0,0,0.5877852522924732
0.401,0.117353951895207,1,0,0,0,0.5826904796685761
0.402,0.19208406799930547,1,0,0,0,0.5775727034222676
0.403,-0.13620026506223804,1,0,0,0,0.5724321255945908
0.404,0.5639104309021334,1,0,0,0,0.5672689491267564
0.405,-0.36666093219750806,1,0,0,0,0.5620833778521305
0.406,0.15570667468136243,1,0,0,0,0.5568756164881878
0.40700000000000003,0.3553684022464021,1,0,0,0,0.55164587062843
0.40800000000000003,0.5641800525082963,1,0,0,0,0.5463943467342692
0.40900000000000003,0.2762799192874743,1,0,0,0,0.5411212521268759
0.41000000000000003,0.42441213419414403,1,0,0,0,0.5358267949789967
0.41100000000000003,0.46385219739135963,1,0,0,0,0.530511184306734
0.41200000000000003,-0.3256468338097528,1,0,0,0,0.5251746299612956
0.41300000000000003,0.620454570091522,1,0,0,0,0.5198173426207093
0.41400000000000003,0.7619569084361151,1,0,0,0,0.5144395337815063
0.41500000000000004,0.295904747092275,1,0,0,0,0.5090414157503711
0.41600000000000004,0.15414416662852953,1,0,0,0,0.5036232016357606
0.417,0.028956249433232772,1,0,0,0,0.4981851053394909
0.418,0.5070032971949342,1,0,0,0,0.4927273415482916
0.419,0.5414676349567996,1,0,0,0,0.48725012572533266
0.42,0.5840082809665408,1,0,0,0,0.4817536741017156
0.421,0.4037102607146618,1,0,0,0,0.4762382036679394
0.422,0.34037593467585203,1,0,0,0,0.4707039321653328
0.423,0.4923004395542656,1,0,0,0,0.46515107807745854
0.424,0.48269653147037184,1,0,0,0,0.459579860621488
0.425,0.2813004713729288,1,0,0,0,0.45399049973954686
0.426,0.20871319852818984,1,0,0,0,0.4483832160900323
0.427,0.2250030549443831,1,0,0,0,0.44275823103890155
0.428,0.7588175596615232,1,0,0,0,0.4371157666509329
0.429,0.4042754974055973,1,0,0,0,0.4314560456809593
0.43,0.2156624868079234,1,0,0,0,0.4257792915650729
0.431,0.5398573795891453,1,0,0,0,0.42008572841180647
0.432,0.5627963789038425,1,0,0,0,0.4143755809932843
0.433,0.7007117030519467,1,0,0,0,0.40864907473634915
0.434,0.8203598980202974,1,0,0,0,0.40290643571366275
0.435,0.5700961943086396,1,0,0,0,0.3971478906347806
0.436,-0.03345106770306003,1,0,0,0,0.39137366683720237
0.437,0.7464685886873687,1,0,0,0,0.3855839922773965
0.438,0.522690397202993,1,0,0,0,0.3797790955218014
0.439,0.49123624840639735,1,0,0,0,0.37395920573780067
0.44,0.3942611176360898,1,0,0,0,0.36812455268467814
0.441,0.2605414317011083,1,0,0,0,0.3622753667045458
0.442,0.47918879778546214,1,0,0,0,0.3564118787132508
0.443,0.7234508677856327,1,0,0,0,0.350534320191259
0.444,0.33000167326835406,1,0,0,0,0.34464292317451706
0.445,0.5801907951941048,1,0,0,0,0.3387379202452913
0.446,-0.09199569657564995,1,0,0,0,0.3328195445229865
0.447,-0.19511097054487248,1,0,0,0,0.32688802965494274
0.448,0.6597239446652601,1,0,0,0,0.3209436098072097
0.449,0.6559010034406773,1,0,0,0,0.31498651965530494
0.45,0.0803576177777979,1,0,0,0,0.3090169943749475
0.451,0.4174012314275875,1,0,0,0,0.30303526963277405
0.452,0.20995872353574077,1,0,0,0,0.2970415815770349
